Silkbase_id,NCBI_id,TF,KEGG_id,Silkbase_description,GO_description,KEGG_description
KWMTBOMO15553,NA,_,105842535,PREDICTED:_uncharacterized_protein_LOC105842535_[Bombyx_mori],-,NA
KWMTBOMO15554,LOC101736112,_,101736112,PREDICTED:_titin_[Papilio_machaon],GO:0003676|nucleic acid binding|molecular function;GO:0003712|transcription coregulator activity|molecular function;GO:0008134|transcription factor binding|molecular function,titin homologsK17963 PPRC1; peroxisome proliferator-activated receptor gamma coactivator-related protein 1
KWMTBOMO15555,NA,_,102466386,hypothetical_protein_TcasGA2_TC002200_[Tribolium_castaneum],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15556,LOC101737794,Homeobox,101737794,PREDICTED:_homeobox_protein_HMX3-B-like_[Papilio_machaon],"GO:0003677|DNA binding|molecular function;GO:0006355|regulation of transcription, DNA-templated|biological process;GO:0043565|sequence-specific DNA binding|molecular function",homeobox protein HMX3-BsK09349 NKX5; homeobox protein Nkx-5
KWMTBOMO15557,LOC101736379,_,101736379,PREDICTED:_myrosinase_1-like_[Bombyx_mori],"GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds|molecular function;GO:0005975|carbohydrate metabolic process|biological process",NA
KWMTBOMO15558,LOC101736497,_,101736497,PREDICTED:_myrosinase_1-like_[Bombyx_mori],"GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds|molecular function;GO:0005975|carbohydrate metabolic process|biological process",NA
KWMTBOMO15559,LOC101736250,_,101736636,PREDICTED:_LOW_QUALITY_PROTEIN:_myrosinase_1-like_[Bombyx_mori],"GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds|molecular function;GO:0005975|carbohydrate metabolic process|biological process",NA
KWMTBOMO15560,LOC101736636,_,101737930,PREDICTED:_LOW_QUALITY_PROTEIN:_myrosinase_1-like_[Bombyx_mori],"GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds|molecular function;GO:0005975|carbohydrate metabolic process|biological process",NA
KWMTBOMO15561,LOC101738060,_,101738060,PREDICTED:_tetraspanin-33-like_[Plutella_xylostella],GO:0016021|integral component of membrane|cellular component,tetraspanin-33sK17346 TSPAN33; tetraspanin-33
KWMTBOMO15562,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],GO:0003677|DNA binding|molecular function,NA
KWMTBOMO15563,LOC101737038,HTH,101737038,PREDICTED:_mushroom_body_large-type_Kenyon_cell-specific_protein_1_isoform_X2_[Bombyx_mori],GO:0003677|DNA binding|molecular function,"mushroom body large-type Kenyon cell-specific protein 1 isoform X2sK20015 EIP93F; ecdysone-induced protein 93F, isoform B"
KWMTBOMO15564,NA,_,101737173,PREDICTED:_attractin-like_protein_1_[Bombyx_mori],-,attractin-like protein 1 isoform X2sK24332 ATRN; attractin
KWMTBOMO15565,NA,_,101737173,PREDICTED:_attractin-like_protein_1_[Bombyx_mori],GO:0005515|protein binding|molecular function,attractin-like protein 1 isoform X2sK24332 ATRN; attractin
KWMTBOMO15566,NA,_,101737173,PREDICTED:_attractin-like_protein_1_[Bombyx_mori],-,attractin-like protein 1 isoform X2sK24332 ATRN; attractin
KWMTBOMO15567,LOC101737173,_,101737173,PREDICTED:_attractin-like_protein_1_[Bombyx_mori],-,attractin-like protein 1 isoform X2sK24332 ATRN; attractin
KWMTBOMO15568,LOC101737322,_,101737322,PREDICTED:_uncharacterized_protein_LOC101737322_[Bombyx_mori],-,NA
KWMTBOMO15569,LOC101739000,_,101739000,PREDICTED:_uncharacterized_protein_LOC106116160_[Papilio_xuthus],GO:0005737|cytoplasm|cellular component;GO:0006886|intracellular protein transport|biological process,spermatogenesis-defective protein 39 homolog isoform X1sK23287 VIPAS39; VPS33B-interacting protein in polarity and apical restriction
KWMTBOMO15570,LOC101738866,_,101738866,Facilitated_trehalose_transporter_Tret1_[Papilio_xuthus],-,NA
KWMTBOMO15571,LOC101737464,_,101737464,PREDICTED:_facilitated_trehalose_transporter_Tret1-like_[Bombyx_mori],GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15572,mRpS25,_,732897,mitochondrial_ribosomal_protein_S25_[Bombyx_mori],GO:0003735|structural constituent of ribosome|molecular function;GO:0005739|mitochondrion|cellular component,mRpS25; mitochondrial ribosomal protein S25sK17404 MRPS25; small subunit ribosomal protein S25
KWMTBOMO15573,LOC101738188,_,101738188,PREDICTED:_ornithine_carbamoyltransferase-like_[Papilio_machaon],GO:0006520|cellular amino acid metabolic process|biological process;GO:0016597|amino acid binding|molecular function;GO:0016743|carboxyl- or carbamoyltransferase activity|molecular function,ornithine carbamoyltransferase isoform X1sK00611 OTC; ornithine carbamoyltransferase [EC:2.1.3.3]
KWMTBOMO15574,NA,_,105842539,PREDICTED:_uncharacterized_protein_LOC105842539_[Bombyx_mori],-,NA
KWMTBOMO15575,NA,_,105842455,PREDICTED:_uncharacterized_protein_LOC105842129_[Bombyx_mori],-,NA
KWMTBOMO15576,LOC101737607,_,101737607,PREDICTED:_facilitated_trehalose_transporter_Tret1-like_[Bombyx_mori],GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15577,LOC110384844,_,105842661,endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori],-,NA
KWMTBOMO15578,NA,_,102466386,hypothetical_protein_TcasGA2_TC001839_[Tribolium_castaneum],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15579,TAR2,_,100328603,tyramine_receptor_[Bombyx_mori],GO:0004930|G protein-coupled receptor activity|molecular function;GO:0007186|G protein-coupled receptor signaling pathway|biological process;GO:0016021|integral component of membrane|cellular component,TAR2; tyramine receptorsK22791 TyrR; tyramine receptor
KWMTBOMO15580,LOC101739481,_,101739481,PREDICTED:_lysyl_oxidase_homolog_3_[Papilio_polytes],"GO:0005044|scavenger receptor activity|molecular function;GO:0005507|copper ion binding|molecular function;GO:0016020|membrane|cellular component;GO:0016641|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor|molecular function;GO:0055114|oxidation-reduction process|biological process",lysyl oxidase homolog 3sK00280 LOXL2_3_4; lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]
KWMTBOMO15581,LOC101739337,_,101739337,PREDICTED:_ABC_transporter_G_family_member_20_[Papilio_polytes],GO:0005524|ATP binding|molecular function;GO:0016020|membrane|cellular component;GO:0016021|integral component of membrane|cellular component;GO:0016887|ATPase activity|molecular function;GO:0043190|ATP-binding cassette (ABC) transporter complex|cellular component;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15582,LOC101737884,_,101737884,PREDICTED:_ABC_transporter_G_family_member_23-like_[Bombyx_mori],GO:0005524|ATP binding|molecular function;GO:0016887|ATPase activity|molecular function,NA
KWMTBOMO15583,COPA,_,100379186,coatomer_protein_complex_subunit_alpha_[Bombyx_mori],GO:0005198|structural molecule activity|molecular function;GO:0005515|protein binding|molecular function;GO:0006886|intracellular protein transport|biological process;GO:0016192|vesicle-mediated transport|biological process;GO:0030117|membrane coat|cellular component;GO:0030126|COPI vesicle coat|cellular component,COPA; coatomer protein complex subunit alphasK05236 COPA; coatomer subunit alpha
KWMTBOMO15584,NA,_,100379186,coatomer_protein_complex_subunit_alpha_[Bombyx_mori],GO:0005515|protein binding|molecular function,COPA; coatomer protein complex subunit alphasK05236 COPA; coatomer subunit alpha
KWMTBOMO15585,LOC101739617,_,101739617,PREDICTED:_exosome_complex_component_CSL4_[Amyelois_transitella],GO:0000178|exosome (RNase complex)|cellular component;GO:0003723|RNA binding|molecular function;GO:0006396|RNA processing|biological process,exosome complex component CSL4sK07573 CSL4; exosome complex component CSL4
KWMTBOMO15586,LOC101739760,_,101739760,PREDICTED:_PH_domain-containing_protein_DDB_G0287875-like_isoform_X1_[Bombyx_mori],-,NA
KWMTBOMO15587,LOC101739894,_,101739894,PREDICTED:_xenotropic_and_polytropic_retrovirus_receptor_1_[Papilio_xuthus],GO:0016021|integral component of membrane|cellular component,xenotropic and polytropic retrovirus receptor 1sK24195 XPR1; xenotropic and polytropic retrovirus receptor 1
KWMTBOMO15588,LOC101740115,_,101740115,PREDICTED:_charged_multivesicular_body_protein_3_[Plutella_xylostella],GO:0007034|vacuolar transport|biological process,charged multivesicular body protein 3sK12193 VPS24; charged multivesicular body protein 3
KWMTBOMO15589,LOC101740254,_,101740254,"PREDICTED:_glycerol-3-phosphate_acyltransferase_1,_mitochondrial_isoform_X1_[Bombyx_mori]","GO:0008374|O-acyltransferase activity|molecular function;GO:0016746|transferase activity, transferring acyl groups|molecular function;GO:0044255|cellular lipid metabolic process|biological process",glycerol-3-phosphate acyltransferase 1sK00629 GPAT1_2; glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]
KWMTBOMO15590,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],-,NA
KWMTBOMO15591,LOC101738149,_,101738149,PREDICTED:_disintegrin_and_metalloproteinase_domain-containing_protein_12_[Bombyx_mori],GO:0004222|metalloendopeptidase activity|molecular function;GO:0006508|proteolysis|biological process;GO:0008237|metallopeptidase activity|molecular function,NA
KWMTBOMO15592,LOC100036587,_,100036587,small_nuclear_ribonucleoprotein_sm_d2_[Bombyx_mori],GO:0008380|RNA splicing|biological process;GO:0030532|small nuclear ribonucleoprotein complex|cellular component,small nuclear ribonucleoprotein sm d2sK11096 SNRPD2; small nuclear ribonucleoprotein D2
KWMTBOMO15593,LOC101740520,_,101740520,PREDICTED:_serine/threonine-protein_phosphatase_2A_55_kDa_regulatory_subunit_B_alpha_isoform_isoform_X1_[Amyelois_transitella],GO:0000159|protein phosphatase type 2A complex|cellular component;GO:0005515|protein binding|molecular function;GO:0019888|protein phosphatase regulator activity|molecular function,serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform isoform X3sK04354 PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B
KWMTBOMO15594,NA,_,101738280,PREDICTED:_facilitated_trehalose_transporter_Tret1-like_[Bombyx_mori],GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15595,NA,_,101738280,PREDICTED:_facilitated_trehalose_transporter_Tret1-like_[Bombyx_mori],GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15596,LOC101738280,_,101738280,PREDICTED:_facilitated_trehalose_transporter_Tret1-like_[Bombyx_mori],GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15597,NA,_,101740751,PREDICTED:_homeobox_protein_slou_[Bombyx_mori],-,homeobox protein slousK09309 NKX1; homeobox protein Nkx-1
KWMTBOMO15598,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],GO:0003677|DNA binding|molecular function,NA
KWMTBOMO15599,LOC101740751,Homeobox,101740751,PREDICTED:_homeobox_protein_slou_[Bombyx_mori],"GO:0003677|DNA binding|molecular function;GO:0006355|regulation of transcription, DNA-templated|biological process;GO:0043565|sequence-specific DNA binding|molecular function",homeobox protein slousK09309 NKX1; homeobox protein Nkx-1
KWMTBOMO15600,LOC101740893,_,101740893,hypothetical_protein_KGM_07638_[Danaus_plexippus],-,NA
KWMTBOMO15601,NA,_,101741034,PREDICTED:_zinc_finger_protein_391-like_isoform_X3_[Bombyx_mori],-,NA
KWMTBOMO15602,LOC101741034,zf-C2H2,101741034,PREDICTED:_zinc_finger_protein_391-like_isoform_X1_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function;GO:0005634|nucleus|cellular component;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15603,LOC101741184,zf-C2H2,101741184,PREDICTED:_myoneurin-like_[Papilio_polytes],GO:0003676|nucleic acid binding|molecular function;GO:0003677|DNA binding|molecular function;GO:0005634|nucleus|cellular component;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15604,LOC101741410,_,101741410,PREDICTED:_phosphatidylinositide_phosphatase_SAC2_isoform_X2_[Bombyx_mori],GO:0042578|phosphoric ester hydrolase activity|molecular function,phosphatidylinositide phosphatase SAC2 isoform X1sK21798 SAC2; phosphatidylinositol 4-phosphatase [EC:3.1.3.-]
KWMTBOMO15605,LOC101741549,zf-C2H2,101741549,PREDICTED:_GDNF-inducible_zinc_finger_protein_1-like_[Papilio_machaon],GO:0003676|nucleic acid binding|molecular function;GO:0005634|nucleus|cellular component;GO:0008270|zinc ion binding|molecular function,zinc finger protein 888sK22534 PRDM5; PR domain zinc finger protein 5 [EC:2.1.1.-]
KWMTBOMO15606,LOC101741692,zf-C2H2,101741692,PREDICTED:_RB-associated_KRAB_zinc_finger_protein_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function,RB-associated KRAB zinc finger proteinsK22534 PRDM5; PR domain zinc finger protein 5 [EC:2.1.1.-]
KWMTBOMO15607,LOC101741839,_,101741839,PREDICTED:_transmembrane_protein_80-like_[Amyelois_transitella],-,uncharacterized protein LOC101741839sK19385 TMEM216; transmembrane protein 216
KWMTBOMO15608,LOC101738417,zf-C2H2,101738417,PREDICTED:_zinc_finger_protein_37A-like_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function,NA
KWMTBOMO15609,LOC105841256,zf-C2H2,105841256,PREDICTED:_zinc_finger_and_SCAN_domain-containing_protein_12-like_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function;GO:0005634|nucleus|cellular component;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15610,NA,_,101741989,PREDICTED:_LOW_QUALITY_PROTEIN:_equilibrative_nucleoside_transporter_1_[Papilio_machaon],GO:0005337|nucleoside transmembrane transporter activity|molecular function;GO:0016021|integral component of membrane|cellular component;GO:1901642|nucleoside transmembrane transport|biological process,"equilibrative nucleoside transporter 2 isoform X2sK15014 SLC29A1_2_3; solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3"
KWMTBOMO15611,LOC101741989,_,101741989,PREDICTED:_equilibrative_nucleoside_transporter_2_isoform_X2_[Papilio_xuthus],GO:0005337|nucleoside transmembrane transporter activity|molecular function;GO:0016021|integral component of membrane|cellular component;GO:1901642|nucleoside transmembrane transport|biological process,"equilibrative nucleoside transporter 2 isoform X2sK15014 SLC29A1_2_3; solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3"
KWMTBOMO15612,Osi20,_,100190961,PREDICTED:_osiris_20_isoform_X1_[Bombyx_mori],-,NA
KWMTBOMO15613,Osi19,_,100190964,osiris_19_precursor_[Bombyx_mori],-,NA
KWMTBOMO15614,NA,_,NA,Uncharacterized_protein_OBRU01_02791_[Operophtera_brumata],-,NA
KWMTBOMO15615,NA,_,NA,PREDICTED:_uncharacterized_protein_LOC106710892_[Papilio_machaon],GO:0003676|nucleic acid binding|molecular function;GO:0015074|DNA integration|biological process,NA
KWMTBOMO15616,LOC101742130,_,101742130,PREDICTED:_vesicular_integral-membrane_protein_VIP36_[Papilio_xuthus],GO:0016020|membrane|cellular component,"vesicular integral-membrane protein VIP36sK10082 LMAN2; lectin, mannose-binding 2"
KWMTBOMO15617,MLE,_,100101216,MLE_protein_[Bombyx_mori],GO:0004386|helicase activity|molecular function,MLE; MLE proteinsK13184 DHX9; ATP-dependent RNA helicase A [EC:3.6.4.13]
KWMTBOMO15618,LOC101742280,_,101742280,PREDICTED:_dynein_light_chain_roadblock-type_2_[Amyelois_transitella],GO:0005868|cytoplasmic dynein complex|cellular component;GO:0007018|microtubule-based movement|biological process,dynein light chain roadblock-type 2sK10419 DYNLRB; dynein light chain roadblock-type
KWMTBOMO15619,LOC101742422,zf-C2H2,101742422,hypothetical_protein_KGM_19412_[Danaus_plexippus],GO:0003676|nucleic acid binding|molecular function;GO:0005634|nucleus|cellular component;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15620,mRpS10,_,732896,mitochondrial_ribosomal_protein_S10_[Bombyx_mori],GO:0005763|mitochondrial small ribosomal subunit|cellular component,mRpS10; mitochondrial ribosomal protein S10sK02946 RP-S10; small subunit ribosomal protein S10
KWMTBOMO15621,LOC101742567,_,101742567,PREDICTED:_transmembrane_protein_80-like_[Amyelois_transitella],-,transmembrane protein 216sK19385 TMEM216; transmembrane protein 216
KWMTBOMO15622,LOC101742708,_,101742708,PREDICTED:_amine_sulfotransferase_[Bombyx_mori],GO:0008146|sulfotransferase activity|molecular function,NA
KWMTBOMO15623,LOC101738551,_,101738551,PREDICTED:_soluble_guanylate_cyclase_88E_isoform_X1_[Bombyx_mori],GO:0004383|guanylate cyclase activity|molecular function;GO:0006182|cGMP biosynthetic process|biological process;GO:0009190|cyclic nucleotide biosynthetic process|biological process;GO:0016849|phosphorus-oxygen lyase activity|molecular function;GO:0020037|heme binding|molecular function;GO:0035556|intracellular signal transduction|biological process,"soluble guanylate cyclase 88E isoform X1sK01769 E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]"
KWMTBOMO15624,LOC101738822,_,101738822,PREDICTED:_odorant_receptor_4-like_[Plutella_xylostella],GO:0004984|olfactory receptor activity|molecular function;GO:0005549|odorant binding|molecular function;GO:0007608|sensory perception of smell|biological process;GO:0016020|membrane|cellular component,NA
KWMTBOMO15625,NA,_,101738822,PREDICTED:_odorant_receptor_85b-like_[Bombyx_mori],GO:0004984|olfactory receptor activity|molecular function;GO:0005549|odorant binding|molecular function;GO:0007608|sensory perception of smell|biological process;GO:0016020|membrane|cellular component,NA
